time,operator,country,technology,quality,download,upload,rtt
1700593794,telenor,norway,4g,good,87000.89775576329,43684.84916618633,99.18239585791784
1700593800,telenor,norway,4g,good,97879.91499475278,48960.818324107735,161.2277195074197
1700593806,telenor,norway,4g,good,4649.844126833193,10794.074348091503,99.22576162659635
1700593812,telenor,norway,4g,good,37650.13921487692,11738.563053454993,144.18086483706284
1700593818,telenor,norway,4g,good,77236.25205291418,19582.683459432454,71.39593007321612
1700593824,telenor,norway,4g,good,53281.422940071316,9305.378750221442,56.52700292815043
1700593830,telenor,norway,4g,good,7621.852767769012,2237.045905658114,44.38483820193392
1700593836,telenor,norway,4g,good,68028.4868828022,4948.801509462119,94.70014596276326
1700593842,telenor,norway,4g,good,36034.85312206043,23446.295582236704,95.2331409427164
1700593848,telenor,norway,4g,good,43706.85931199862,30639.468728919364,59.35764654953438
1700593854,telenor,norway,4g,good,43262.81765102244,11377.945684861788,89.57407697875819
1700593860,telenor,norway,4g,good,43868.26796856928,14359.105596967545,106.39184824837427
1700593866,telenor,norway,4g,good,9089.268285211936,23964.414082963965,98.39944224866079
1700593872,telenor,norway,4g,good,5328.739214065168,7343.844051870434,69.7361677893283
1700593878,telenor,norway,4g,good,46242.92175247142,10366.16384815726,98.9993585919172
1700593884,telenor,norway,4g,good,21008.30436262752,21998.76542211275,122.02361104581155
1700593890,telenor,norway,4g,good,45430.39528443487,32643.173555517387,85.84967885733889
1700593896,telenor,norway,4g,good,89455.8203107706,35944.83977942755,165.3592298348909
1700593902,telenor,norway,4g,good,28268.303254236664,17142.22788846013,145.4507159736466
1700593908,telenor,norway,4g,good,25379.898979319325,3967.7095419092147,105.68291944617992
1700593914,telenor,norway,4g,good,30834.99077111869,26732.57586893346,36.83038546800247
1700593920,telenor,norway,4g,good,3268.6401320377972,11897.349391505906,67.93514697849265
1700593926,telenor,norway,4g,good,57763.224620957495,10816.156605937618,120.67916501230837
1700593932,telenor,norway,4g,good,61582.59413996654,33652.210081476376,97.24297597139034
1700593938,telenor,norway,4g,good,18381.475530568765,23694.200426780924,113.08500286324994
1700593944,telenor,norway,4g,good,64727.31414778137,20926.439422156258,154.0255235696812
1700593950,telenor,norway,4g,good,25322.16628269944,13608.729981942777,123.99342100921464
1700593956,telenor,norway,4g,good,141441.30988868693,23836.980217804754,135.4373074568852
1700593962,telenor,norway,4g,good,9858.490305885305,9293.120865494553,66.0077801362745
1700593968,telenor,norway,4g,good,40496.257659200775,15013.016104507695,117.23666196329044
1700593974,telenor,norway,4g,good,28642.50304687739,9479.03345908004,80.79708978120874
1700593980,telenor,norway,4g,good,39304.514636702246,42010.04173432283,96.20073769464182
1700593986,telenor,norway,4g,good,55035.731482854695,14825.202493836658,85.09906894549418
1700593992,telenor,norway,4g,good,45024.98090721248,16109.302835430764,74.47216804459723
1700593998,telenor,norway,4g,good,18602.098618963202,21671.024162601978,154.05201162232908
1700594004,telenor,norway,4g,good,13994.823500088045,14841.324722419522,148.1711517617737
1700594010,telenor,norway,4g,good,48104.2122868695,15596.753848063152,73.42167717516904
1700594016,telenor,norway,4g,good,13810.351258840084,18336.75808302699,112.72614134359618
1700594022,telenor,norway,4g,good,28691.663813167408,21844.842606255344,104.56934499993064
1700594028,telenor,norway,4g,good,42932.877363201194,38912.124877088485,52.50865270278351
1700594034,telenor,norway,4g,good,3816.2467418929973,19024.693902190087,124.74588330674159
1700594040,telenor,norway,4g,good,86267.71768354399,36601.16909672855,117.22228164966566
1700594046,telenor,norway,4g,good,43032.4410619706,19594.62070085547,83.48399856648818
1700594052,telenor,norway,4g,good,75827.35722622796,22890.357667378736,100.69100493412705
1700594058,telenor,norway,4g,good,97555.798521937,22272.13686479629,102.63763420699071
1700594064,telenor,norway,4g,good,12761.059665614152,9112.403241359596,154.39925240047415
1700594070,telenor,norway,4g,good,76319.44034958795,18882.593209144343,118.65983983586558
1700594076,telenor,norway,4g,good,34720.986928978265,16416.160957615797,50.90708785284844
1700594082,telenor,norway,4g,good,52216.347031477046,10038.883740030771,147.28573588379496
1700594088,telenor,norway,4g,good,25201.911844992483,19404.315712788586,55.7980383499104
1700594094,telenor,norway,4g,good,9571.933669372302,4179.775704042484,200.82644705988912
1700594100,telenor,norway,4g,good,20113.804027101247,7716.483116844083,88.1685444895379
1700594106,telenor,norway,4g,good,26659.6688416021,4827.117422810666,83.86135717417999
1700594112,telenor,norway,4g,good,28769.934823177296,7498.156056167389,66.03120931031346
1700594118,telenor,norway,4g,good,28324.22938808314,37140.02461279671,85.49739572365353
1700594124,telenor,norway,4g,good,44119.46127370024,10239.277045121256,151.8010433370853
1700594130,telenor,norway,4g,good,27287.217848592434,5877.249531619574,64.67734652279948
1700594136,telenor,norway,4g,good,5283.258113134398,19637.558719060136,123.944579271693
1700594142,telenor,norway,4g,good,51701.18984865167,5912.935987631458,154.99769155660562
1700594148,telenor,norway,4g,good,19453.509742585837,9527.43081270667,158.8933433927526
1700594154,telenor,norway,4g,good,34781.4105741184,14011.69781577729,145.42239580499987
1700594160,telenor,norway,4g,good,8053.893901312792,16122.815677100296,128.39176799024327
1700594166,telenor,norway,4g,good,5950.078382701776,18268.361770255004,76.58965480578695
1700594172,telenor,norway,4g,good,34346.73540326147,40781.96999427803,76.98680306531382
1700594178,telenor,norway,4g,good,2166.226740193263,17640.16365623149,86.33553938214283
1700594184,telenor,norway,4g,good,36945.64611089535,26605.31240419031,89.285432216287
1700594190,telenor,norway,4g,good,49027.466051716125,23898.227378525793,34.398029024577106
1700594196,telenor,norway,4g,good,6981.192731754587,7131.850618117471,159.73773213659004
1700594202,telenor,norway,4g,good,26161.588682982074,18450.984913414173,62.955272853002654
1700594208,telenor,norway,4g,good,53898.107908849735,18461.496993180765,135.40540902979586
1700594214,telenor,norway,4g,good,88411.65817656016,51244.10567375739,176.60173699490983
1700594220,telenor,norway,4g,good,70213.54567669306,36842.26937893603,51.91320440314346
1700594226,telenor,norway,4g,good,108789.17307260624,17084.104482506355,60.00039439917478
1700594232,telenor,norway,4g,good,28496.055424918224,14560.928019090134,146.9538882883258
1700594238,telenor,norway,4g,good,9279.358590034117,11412.329303164515,95.67738501640774
1700594244,telenor,norway,4g,good,6533.563778890601,2039.8885403853467,48.645216747947984
1700594250,telenor,norway,4g,good,26398.128200041876,1285.4781773304014,82.2924572476268
1700594256,telenor,norway,4g,good,67125.01992848814,15251.803804087831,79.67099971429481
1700594262,telenor,norway,4g,good,47985.72541889424,46729.07646184001,318.39836258346367
1700594268,telenor,norway,4g,good,27942.71970801097,14505.718627669154,71.9275178827183
1700594274,telenor,norway,4g,good,21268.45202119027,11801.387296768722,58.74929868284972
1700594280,telenor,norway,4g,good,69264.0667239221,29520.114499649666,93.35794028383613
1700594286,telenor,norway,4g,good,48071.59569241687,29330.76985351519,86.32909759144135
1700594292,telenor,norway,4g,good,64703.51164936267,11175.216715850212,85.39609278311727
1700594298,telenor,norway,4g,good,3706.837381379277,7223.751254251723,159.17323699437762
1700594304,telenor,norway,4g,good,64211.02562370306,28743.332653311187,139.3082796647073
1700594310,telenor,norway,4g,good,6062.59231041225,9396.880191361555,183.02592736458774
1700594316,telenor,norway,4g,good,10597.510872253371,4802.877326333793,155.81934611512224
1700594322,telenor,norway,4g,good,33499.923344654875,39482.54281170246,86.28833696136694
1700594328,telenor,norway,4g,good,55777.249031255604,25095.311961298346,40.25524546763083
1700594334,telenor,norway,4g,good,41608.84053934299,18641.725920080542,176.33173722469576
1700594340,telenor,norway,4g,good,4597.302844179837,14920.164843106668,124.07248303114443
1700594346,telenor,norway,4g,good,7783.236375108862,19222.136342612564,146.29724303409154
1700594352,telenor,norway,4g,good,5484.8683224381,8478.271001831898,169.96216513881467
1700594358,telenor,norway,4g,good,6517.085061340029,22423.92456904901,169.10817082476032
1700594364,telenor,norway,4g,good,37241.59392947297,10816.28270766709,134.97895312624436
1700594370,telenor,norway,4g,good,26545.505348432715,3667.419252373578,57.764315042656804
1700594376,telenor,norway,4g,good,12804.153273051757,15260.11636305668,88.1665517192879
1700594382,telenor,norway,4g,good,15822.480094786171,10046.006105898517,138.99324846321892
1700594388,telenor,norway,4g,good,56279.63175092915,21395.25710656829,252.856631125173
1700594394,telenor,norway,4g,good,40930.073026986,40145.15138683783,89.42630906871881
1700594400,telenor,norway,4g,good,99350.52574086658,35461.22992776013,98.39926177914774
1700594406,telenor,norway,4g,good,11030.836612664574,3894.628321982923,130.00820564274676
1700594412,telenor,norway,4g,good,74082.36415797261,15677.637123117374,72.183229905209
1700594418,telenor,norway,4g,good,22783.994414590383,8681.293496841306,101.01729649953296
1700594424,telenor,norway,4g,good,33550.57199418452,48131.744729437676,64.20672814954875
1700594430,telenor,norway,4g,good,33915.27714370253,18333.155453424897,75.27661881653978
1700594436,telenor,norway,4g,good,7786.272584604382,11447.912890292402,83.53662159859304
1700594442,telenor,norway,4g,good,85083.04252067086,30842.75663066357,69.38986374166454
1700594448,telenor,norway,4g,good,71130.86732290874,36053.69984592196,107.0602173078896
1700594454,telenor,norway,4g,good,115316.7465909822,20303.290097652934,121.95915880569855
1700594460,telenor,norway,4g,good,86024.6581204019,18799.119213559767,69.93823396870961
1700594466,telenor,norway,4g,good,25164.36763089422,7368.936962885976,53.94897259599466
1700594472,telenor,norway,4g,good,11873.499514102234,15039.313169972931,174.44370326731362
1700594478,telenor,norway,4g,good,137153.55299917888,14633.077508606308,86.9445055075407
1700594484,telenor,norway,4g,good,53419.27561372716,16621.27118936909,99.91342436483357
1700594490,telenor,norway,4g,good,43378.86123144092,18019.7152767787,42.05999281079471
1700594496,telenor,norway,4g,good,65323.61769710009,34370.52677251419,199.9799153897869
1700594502,telenor,norway,4g,good,57591.34527988953,22450.57285737795,140.2907155585622
1700594508,telenor,norway,4g,good,61864.02845932559,22688.18714723773,81.35110600521365
1700594514,telenor,norway,4g,good,11649.052348900266,21373.96722474481,86.21864408113207
1700594520,telenor,norway,4g,good,27737.511989671544,14597.971137616518,51.29414143459359
1700594526,telenor,norway,4g,good,68797.10362177924,19416.14540020754,75.02900960735505
1700594532,telenor,norway,4g,good,29054.380241557334,9918.61409525211,108.81325263885542
1700594538,telenor,norway,4g,good,11482.686389608944,11762.385770649484,165.38300285399822
1700594544,telenor,norway,4g,good,63879.96361044851,33182.88778980651,104.58730956660109
1700594550,telenor,norway,4g,good,130453.29894882656,30403.147184231973,78.12158822478514
1700594556,telenor,norway,4g,good,26215.968458053445,22009.852756887907,111.06440840656059
1700594562,telenor,norway,4g,good,59998.58399529241,5251.559810626475,164.67757777416375
1700594568,telenor,norway,4g,good,35218.796430961025,27733.327832432547,115.15588958456121
1700594574,telenor,norway,4g,good,21269.889510687164,22601.60696839197,156.09183001984746
1700594580,telenor,norway,4g,good,100073.15528971465,36118.490026467036,64.1863937720803
1700594586,telenor,norway,4g,good,32960.98371461704,49870.42108914542,132.58160229506123
1700594592,telenor,norway,4g,good,57994.32364320755,31014.848535597983,53.802736776493234
1700594598,telenor,norway,4g,good,71429.98747623696,17145.602014021424,71.222845886466
1700594604,telenor,norway,4g,good,53157.46402616954,24068.39324935645,146.00991691001468
1700594610,telenor,norway,4g,good,94497.51897459422,37654.192511307905,74.8646106767296
1700594616,telenor,norway,4g,good,77300.66528128533,12705.666848345856,110.9383780603259
1700594622,telenor,norway,4g,good,28617.142936720717,45690.109531880174,83.23823571870241
1700594628,telenor,norway,4g,good,101962.9360283764,37126.411879084764,82.01900736002943
1700594634,telenor,norway,4g,good,1764.8482912472457,10633.441860327797,87.25975858650831
1700594640,telenor,norway,4g,good,95071.46750495098,6634.863843137077,58.731114067375664
1700594646,telenor,norway,4g,good,81551.30879856841,46980.14592187419,153.8508290141708
1700594652,telenor,norway,4g,good,73788.84885227433,48469.282474158215,174.0010579801206
1700594658,telenor,norway,4g,good,57976.236590169574,51250.882559083155,81.76388600748228
1700594664,telenor,norway,4g,good,41358.36556978327,9445.186739143439,108.43534272636306
1700594670,telenor,norway,4g,good,57423.90894627322,14651.690613243705,126.28141052939907
1700594676,telenor,norway,4g,good,90853.84358673618,41655.76761982033,45.84523240080359
1700594682,telenor,norway,4g,good,26906.835252285342,13067.512588668971,76.02058793505068
1700594688,telenor,norway,4g,good,31040.034695144124,38238.609681805814,510.0377745819917
1700594694,telenor,norway,4g,good,92335.72206216192,44656.93551888049,95.26921877253604
1700594700,telenor,norway,4g,good,44937.61964250535,13620.220168225056,68.9036999905344
1700594706,telenor,norway,4g,good,83676.77510548648,13923.310864775516,84.77109189643373
1700594712,telenor,norway,4g,good,22497.027651030032,12754.7616670555,55.0575411478503
1700594718,telenor,norway,4g,good,37348.93950767126,11085.105006782705,57.75433167409287
1700594724,telenor,norway,4g,good,52499.29580930316,20282.027545351117,104.81690151235163
1700594730,telenor,norway,4g,good,83384.48701095076,30563.08773755507,100.7101646751317
1700594736,telenor,norway,4g,good,21989.27041401146,7960.70782110844,56.167217091383215
1700594742,telenor,norway,4g,good,34372.06814124577,28581.66059753685,101.78764137917746
1700594748,telenor,norway,4g,good,31880.25683386505,28320.63138122336,62.29454363008298
1700594754,telenor,norway,4g,good,64326.712093437694,29992.684676683504,137.81321276220993
1700594760,telenor,norway,4g,good,6396.526627695452,16029.705880060856,98.12940167557174
1700594766,telenor,norway,4g,good,7302.101040089051,5628.724558039832,153.62605699080837
1700594772,telenor,norway,4g,good,6904.636787031648,20579.772558581702,70.10355724336429
1700594778,telenor,norway,4g,good,36403.116498715804,5515.055512630358,63.34398027364665
1700594784,telenor,norway,4g,good,11288.254644926383,17766.61119533194,98.04603082187467
1700594790,telenor,norway,4g,good,29665.103618354253,28356.740041904763,90.21287639327413
1700594796,telenor,norway,4g,good,41842.20642815215,27017.801439074618,77.97659063013936
1700594802,telenor,norway,4g,good,34718.85645833397,12112.466324404546,142.49895987027972
1700594808,telenor,norway,4g,good,28529.522736964056,3522.5032521223447,133.06090570490926
1700594814,telenor,norway,4g,good,12851.090825764408,2963.629168073122,56.09288468274287
1700594820,telenor,norway,4g,good,78522.09538996936,19058.75862744978,67.6691501425305
1700594826,telenor,norway,4g,good,101849.23147231196,8823.175566448013,91.4358335550611
1700594832,telenor,norway,4g,good,16412.665753754332,9787.681951617615,83.03262058363026
1700594838,telenor,norway,4g,good,40198.930615252684,30453.330066304967,84.23439875886177
1700594844,telenor,norway,4g,good,55765.447201297284,28654.221215471334,53.943678893236246
1700594850,telenor,norway,4g,good,25979.081819099327,17674.92309921048,102.50006717721993
1700594856,telenor,norway,4g,good,10614.247039076246,4489.100388995362,104.85199818831286
1700594862,telenor,norway,4g,good,94615.00344913307,42568.224947146475,92.2268899326967
1700594868,telenor,norway,4g,good,61711.877070861236,43037.39600965405,125.0698964168777
1700594874,telenor,norway,4g,good,5810.462882736214,6332.402946473799,157.32214489800654
1700594880,telenor,norway,4g,good,95907.67049492794,10378.86306576762,123.71250713687914
1700594886,telenor,norway,4g,good,100681.69110149362,15853.461950324565,151.39347784123973
1700594892,telenor,norway,4g,good,39655.650156384945,15054.127083815822,50.3702937757729
1700594898,telenor,norway,4g,good,27091.25640612959,18379.15748992372,111.18381392966353
1700594904,telenor,norway,4g,good,18578.537638195277,4764.843523279649,96.86233171471702
1700594910,telenor,norway,4g,good,20055.23090561262,2227.438949376162,120.55037359614902
1700594916,telenor,norway,4g,good,62831.77374009371,37028.667839591726,135.71515431839083
1700594922,telenor,norway,4g,good,9699.632004875117,15227.20342066881,118.14157463186721
1700594928,telenor,norway,4g,good,83427.62173317389,14417.818771654323,141.73349740558297
1700594934,telenor,norway,4g,good,100178.69920058773,28019.690785967134,108.09804426197675
1700594940,telenor,norway,4g,good,1882.0990157037895,10322.924758013862,157.8953544325104
1700594946,telenor,norway,4g,good,99519.60626121162,22841.779191774982,146.03445369542888
1700594952,telenor,norway,4g,good,8387.808491921178,591.647381288547,101.81916704191701
1700594958,telenor,norway,4g,good,44996.11642854217,17009.517810306992,59.86258422220986
1700594964,telenor,norway,4g,good,111632.86382786822,52434.59912852252,85.7577952549801
1700594970,telenor,norway,4g,good,34914.359876378825,34104.56837975216,61.7389437318794
1700594976,telenor,norway,4g,good,61769.60126958815,14672.595639734393,98.80105451194298
1700594982,telenor,norway,4g,good,3130.273219190444,3909.0334443450247,100.96361925459345
1700594988,telenor,norway,4g,good,80535.3082878561,22662.97971194761,71.95938953561517
1700594994,telenor,norway,4g,good,26101.43933391696,19858.343433802063,61.16195674978443
1700595000,telenor,norway,4g,good,49895.19453829382,22346.72052476801,301.3464542932897
1700595006,telenor,norway,4g,good,40817.367520402135,42554.78800553838,47.6163124006775
1700595012,telenor,norway,4g,good,77125.82066554985,39415.322644462445,118.01675668984686
1700595018,telenor,norway,4g,good,29608.26741831374,11996.120856814252,79.1439984897038
1700595024,telenor,norway,4g,good,29727.96000295398,38920.76138914716,102.53395148099452
1700595030,telenor,norway,4g,good,18503.273430933663,18132.178188411006,77.42209008845676
1700595036,telenor,norway,4g,good,34947.85440991333,14745.40503283798,83.13513095095372
1700595042,telenor,norway,4g,good,71530.38537155787,29258.88319194669,135.21545412266119
1700595048,telenor,norway,4g,good,27717.380554665702,24716.19360378597,93.64217260252069
1700595054,telenor,norway,4g,good,11799.029199476776,1010.8436356823667,502.8165338990145
1700595060,telenor,norway,4g,good,17114.624123295525,13364.066200615647,64.19975259063467
1700595066,telenor,norway,4g,good,37086.47644009972,16477.505869014607,67.78508209405727
1700595072,telenor,norway,4g,good,36099.81116716076,10219.237645917632,80.65104214030175
1700595078,telenor,norway,4g,good,54827.73616892429,18774.33517685318,78.40774329119382
1700595084,telenor,norway,4g,good,82769.96709548729,46066.54337696674,48.95430398678732
1700595090,telenor,norway,4g,good,48556.75107403757,17990.68836462322,110.27398186415162
1700595096,telenor,norway,4g,good,100028.09496823636,39710.63282865218,78.53005649885844
1700595102,telenor,norway,4g,good,64950.6351239598,12371.438335745128,272.89540451084554
1700595108,telenor,norway,4g,good,13437.707630522225,5230.740667155637,127.3516529598211
1700595114,telenor,norway,4g,good,21314.093803400014,11571.88102003654,106.57362693276572
1700595120,telenor,norway,4g,good,57261.62032491698,16069.942483687133,112.79127164553215
1700595126,telenor,norway,4g,good,47462.69023343773,15609.784500587415,111.41870853925603
1700595132,telenor,norway,4g,good,74895.50035162624,35377.805721114724,68.78419351169084
1700595138,telenor,norway,4g,good,50221.11363135524,29066.830032445458,69.26775984914663
1700595144,telenor,norway,4g,good,67940.37384657082,3941.1402243471034,76.26493850613797
1700595150,telenor,norway,4g,good,28660.56690839266,17721.066019661062,64.69204311420799
1700595156,telenor,norway,4g,good,52561.831118048845,49655.294478689335,337.94695980305346
1700595162,telenor,norway,4g,good,39605.05178958585,24538.54035577632,71.70576374589288
1700595168,telenor,norway,4g,good,12429.786460128465,8902.720110576753,160.9552995874722
1700595174,telenor,norway,4g,good,63383.329264626766,21440.215952147846,242.47608089746714
1700595180,telenor,norway,4g,good,35584.532856687976,24723.186485065682,132.11818131242217
1700595186,telenor,norway,4g,good,16519.033604824905,17621.915478947958,116.3403732888028
1700595192,telenor,norway,4g,good,69946.28028688808,41014.14328130143,107.96974363039092
1700595198,telenor,norway,4g,good,31467.16500259341,38010.29027348381,92.99462478159576
1700595204,telenor,norway,4g,good,91937.5110928437,31196.977843874083,90.09548454710071
1700595210,telenor,norway,4g,good,100816.52675061979,21814.159336806813,110.08506004748432
1700595216,telenor,norway,4g,good,112858.06407195832,38042.096395912486,92.4037954381085
1700595222,telenor,norway,4g,good,54848.2504291927,29871.40372275998,104.44670534929871
1700595228,telenor,norway,4g,good,56693.62222484061,6413.678264605696,93.93959963736934
1700595234,telenor,norway,4g,good,80171.54427021186,35584.932800450304,86.55225205502214
1700595240,telenor,norway,4g,good,53227.84346047093,32864.86480450704,90.74223595166261
1700595246,telenor,norway,4g,good,74377.03763536077,43088.37974638551,161.531575776883
1700595252,telenor,norway,4g,good,38529.59468916988,27597.254109650927,140.71656758179444
1700595258,telenor,norway,4g,good,18165.885726741075,2151.9240272889774,61.95054700540334
1700595264,telenor,norway,4g,good,77035.03900393461,21548.835327564062,57.04649244413377
1700595270,telenor,norway,4g,good,719.936302612032,4478.947881654108,64.35896412469154
1700595276,telenor,norway,4g,good,36943.16592905518,7265.91434725321,98.77491686857218
1700595282,telenor,norway,4g,good,46513.07030601439,10736.681510439395,48.86092135936511
1700595288,telenor,norway,4g,good,41888.889781653044,23146.742752038914,121.09156931684238
1700595294,telenor,norway,4g,good,60607.183119188,25526.824027449686,84.19497929076971
1700595300,telenor,norway,4g,good,120696.87054708599,53366.02324598622,332.632537076775
1700595306,telenor,norway,4g,good,26440.984018206975,12753.512067415464,61.18156234814508
1700595312,telenor,norway,4g,good,67428.45985373379,30297.67522241104,145.50209338355518
1700595318,telenor,norway,4g,good,7209.63496780986,17394.280264896042,127.67466345096766
1700595324,telenor,norway,4g,good,25005.336791329584,11495.848545050929,102.12231183763828
1700595330,telenor,norway,4g,good,15137.631523972172,434.2153198464562,61.32463162471049
1700595336,telenor,norway,4g,good,48244.34985490742,19821.356845314836,67.94635850818959
1700595342,telenor,norway,4g,good,59386.72263420094,40577.13041232412,88.74089331974838
1700595348,telenor,norway,4g,good,59948.48509709716,15665.611978077892,71.14993778003308
1700595354,telenor,norway,4g,good,18740.031494289386,2282.7299014044406,89.75762069320166
1700595360,telenor,norway,4g,good,32839.430511657316,23588.379319062475,86.06851165857549
1700595366,telenor,norway,4g,good,20530.386378080795,6826.797612460518,91.22696528976753
1700595372,telenor,norway,4g,good,52954.99334966569,17177.714648169273,167.63701619527453
1700595378,telenor,norway,4g,good,8574.755793783877,12761.71751429763,43.8902657515927
1700595384,telenor,norway,4g,good,88912.13116340937,16675.402263877695,84.48032951162845
1700595390,telenor,norway,4g,good,35947.420760307425,16430.502825436935,64.6286068987902
1700595396,telenor,norway,4g,good,72402.20416480188,49040.19290473808,74.46815537334547
1700595402,telenor,norway,4g,good,47496.12472208901,34704.1522907405,100.14962471728838
1700595408,telenor,norway,4g,good,85533.8743546011,13624.01055994583,136.6376829485473
1700595414,telenor,norway,4g,good,1239.110542351222,15802.653487023128,53.43269265203564
1700595420,telenor,norway,4g,good,54773.221699258735,42766.84391448803,102.38403553688465
1700595426,telenor,norway,4g,good,71581.16695238136,27408.337390733792,64.11911092504285
1700595432,telenor,norway,4g,good,81837.86897661706,41411.08871594523,94.6210588456917
1700595438,telenor,norway,4g,good,44029.14893231793,30550.5927392584,74.17438375136818
1700595444,telenor,norway,4g,good,30545.384920276894,25407.780908219112,56.95940734922571
1700595450,telenor,norway,4g,good,17090.558628752304,1210.198111390012,77.53446866337416
1700595456,telenor,norway,4g,good,33898.949939022605,8125.33799697665,36.959922364142024
1700595462,telenor,norway,4g,good,47179.00632939204,23933.257051753848,72.60432045139454
1700595468,telenor,norway,4g,good,42990.78595067601,42756.9166949645,71.29873182452654
1700595474,telenor,norway,4g,good,71961.20686021885,40308.57694042536,77.20533186885393
1700595480,telenor,norway,4g,good,71827.19982105122,24974.673074721893,123.83439026856232
1700595486,telenor,norway,4g,good,16488.64312056723,3621.796867439935,138.75365295911493
1700595492,telenor,norway,4g,good,21226.31105027588,3637.276694766288,112.00214276666516
1700595498,telenor,norway,4g,good,71693.57957581764,46684.44022545313,121.54236641241579
1700595504,telenor,norway,4g,good,36344.972563351366,10345.28973643376,92.9921230617255
1700595510,telenor,norway,4g,good,26523.401709827576,22893.921627118812,223.39882715833681
1700595516,telenor,norway,4g,good,8514.391952812584,24456.331194752078,116.11631319671704
1700595522,telenor,norway,4g,good,36165.767928814086,24157.664613313234,55.20313075225198
1700595528,telenor,norway,4g,good,78034.24867686073,8377.73050592601,73.53582541799189
1700595534,telenor,norway,4g,good,20803.868915730673,18562.93239724628,29.100830633246556
1700595540,telenor,norway,4g,good,27694.702094133496,28749.564491598303,51.04897607267901
1700595546,telenor,norway,4g,good,78976.84620445388,19250.112052027067,163.40948545662778
1700595552,telenor,norway,4g,good,68802.2045032868,26968.419475113293,72.0462267063053
1700595558,telenor,norway,4g,good,53270.45460598417,15840.51652834676,84.41174233102639
1700595564,telenor,norway,4g,good,40000.578471143584,9355.384503161116,117.26348311798297
1700595570,telenor,norway,4g,good,11006.492311286363,19931.58554527665,124.24906166698867
1700595576,telenor,norway,4g,good,36731.40784022066,29788.11259156011,96.23249909297724
1700595582,telenor,norway,4g,good,2852.5736006920097,12770.896320208594,37.74825901802356
1700595588,telenor,norway,4g,good,12363.708226437599,3973.413903633137,171.4598426343661
1700595594,telenor,norway,4g,good,38242.83013092134,16917.665405437463,90.38300950207842
1700595600,telenor,norway,4g,good,4833.601657043708,5680.119638030038,135.58652895752093
1700595606,telenor,norway,4g,good,98590.12392979756,39424.940642343834,111.4035012977734
1700595612,telenor,norway,4g,good,58025.61380755638,36714.93848266869,72.35348289605591
1700595618,telenor,norway,4g,good,5211.680076583617,6395.499049014507,121.65105189459686
1700595624,telenor,norway,4g,good,18790.3544923402,13137.236973372825,108.05491725747116
1700595630,telenor,norway,4g,good,20794.612629289302,15004.866059058617,71.297772144694
1700595636,telenor,norway,4g,good,14295.872258305148,9858.157745994033,71.20112452762152
1700595642,telenor,norway,4g,good,65342.31824795705,22605.01554519827,95.9877727352006
1700595648,telenor,norway,4g,good,36448.29669074124,31924.85377258525,102.9265998637629
1700595654,telenor,norway,4g,good,59221.62385658317,18762.563213228674,97.08155468655377
1700595660,telenor,norway,4g,good,22005.00727893011,16153.38926146541,103.55179406245527
1700595666,telenor,norway,4g,good,26645.035026375353,17248.36455524085,122.62892830339104
1700595672,telenor,norway,4g,good,52223.46489477313,11966.88220590285,124.08500329754803
1700595678,telenor,norway,4g,good,5409.803325707957,11861.340397191094,136.86167802657118
1700595684,telenor,norway,4g,good,5306.786451505671,9169.674997218952,68.74106420566716
1700595690,telenor,norway,4g,good,19359.338344723514,13244.632305982552,180.42840671204456
1700595696,telenor,norway,4g,good,16178.416518296139,25542.33554853206,113.9573419662725
1700595702,telenor,norway,4g,good,48508.23922248386,51426.95789189623,156.61845789811287
1700595708,telenor,norway,4g,good,127250.30382239594,45458.44167762713,138.67289504438395
1700595714,telenor,norway,4g,good,53305.40932532601,12809.876397011756,216.50393359800006
1700595720,telenor,norway,4g,good,58847.951401952174,23481.344066751008,239.63732075221424
1700595726,telenor,norway,4g,good,35251.35096996317,15766.19848147654,132.45018520845812
1700595732,telenor,norway,4g,good,46622.47273098429,47393.996854935926,90.40028575269281
1700595738,telenor,norway,4g,good,7275.123430333593,6978.423957799501,52.953029508211245
1700595744,telenor,norway,4g,good,21018.279894669173,11125.460779592971,63.50379419574948
1700595750,telenor,norway,4g,good,36745.59459578027,2135.925941237225,108.64211347246649
1700595756,telenor,norway,4g,good,69371.51928561267,35881.405330151116,75.89621235574944
1700595762,telenor,norway,4g,good,38993.146869939876,11181.759088693734,68.43737507922836
1700595768,telenor,norway,4g,good,6270.550546602013,3610.713402507197,61.79033670884227
1700595774,telenor,norway,4g,good,23865.307170372515,7575.176402012964,101.22859746580323
1700595780,telenor,norway,4g,good,10234.032984593237,1790.059086164054,82.21421071512995
1700595786,telenor,norway,4g,good,58532.80258840586,26310.335520518256,80.23349561854332
1700595792,telenor,norway,4g,good,16668.461255250997,12283.67629926049,91.39934511956639
1700595798,telenor,norway,4g,good,70290.91665770019,14582.823447178303,129.61875018518987
1700595804,telenor,norway,4g,good,38378.455789064974,24376.669758519893,86.22845616358111
1700595810,telenor,norway,4g,good,81611.84279251995,46084.874874445966,102.634560100593
1700595816,telenor,norway,4g,good,16671.630178028037,4494.503868449057,97.26191786495986
1700595822,telenor,norway,4g,good,76854.33723261197,19687.610115659725,142.66140636893215
1700595828,telenor,norway,4g,good,42192.51090672586,22875.012803508187,123.29429982358752
